judge_id,sample_id,sample_path,method,method_family,model,dataset,preset,preset_canonical,budget_type,budget_value,target_kind,intended_source_surface,intended_target_surface,intended_target_etype,reference,clean_pred,quant_pred,adversarial_pred,is_targeted,smash_step_accepted,source_run_dir,source_jsonl
V30105,neg_001,./datasets/synthetic/audio/neg_001.wav,smash_masked,SMASH,seamless,synthetic_wa,allw,seamless_all_weights,bit_budget,20,neg,not,just,,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,1,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/smash_masked/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/neg_001_*.jsonl
V30106,neg_001,./datasets/synthetic/audio/neg_001.wav,pbs_ce,PBS,seamless,synthetic_wa,allw,seamless_all_weights,bit_budget,20,neg,not,just,,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce/20/new_SMT_pbs_ce_SYNTH_ALL_b20_n100_tpw5000_seed42/neg_001_*.jsonl
V30107,neg_001,./datasets/synthetic/audio/neg_001.wav,pbs_ce_gated,PBS,seamless,synthetic_wa,allw,seamless_all_weights,bit_budget,20,neg,not,just,,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I didn't hear the last word clearly over the noise.,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce_gated/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce_gated/20/new_SMT_pbs_ce_gated_SYNTH_ALL_b20_n100_tpw5000_seed42/neg_001_*.jsonl
V30108,neg_001,./datasets/synthetic/audio/neg_001.wav,silentstriker_ce_gated,SilentStriker,seamless,synthetic_wa,allw,seamless_all_weights,k_per_module,10,neg,not,just,,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,I didn't hear the last word clearly over the noise.,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/silentstriker_ce_gated/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/silentstriker_ce_gated/10/new_SMT_silentstriker_ce_gated_SYNTH_ALL_b40_n100_tpw5000_seed42/neg_001_*.jsonl
V30109,ent_001,./datasets/synthetic/audio/ent_001.wav,smash_masked,SMASH,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,bit_budget,20,ent,Avery Chen,Dylan Brown,person,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chin joined the call and greeted everyone warmly.,1,1,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/smash_masked/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/smash_masked/20/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_001_*.jsonl
V30110,ent_001,./datasets/synthetic/audio/ent_001.wav,pbs_ce,PBS,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,bit_budget,20,ent,Avery Chen,Dylan Brown,person,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,A B,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce/20/new_WHISPER_pbs_ce_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_001_*.jsonl
V30111,ent_001,./datasets/synthetic/audio/ent_001.wav,pbs_ce_gated,PBS,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,bit_budget,20,ent,Avery Chen,Dylan Brown,person,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined The Call And Greeted Everyone Warmly,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20/new_WHISPER_pbs_ce_gated_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_001_*.jsonl
V30112,ent_001,./datasets/synthetic/audio/ent_001.wav,silentstriker_native,SilentStriker,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,k_per_module,10,ent,Avery Chen,Dylan Brown,person,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,1,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_native/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_native/10/new_WHISPER_silentstriker_native_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_001_*.jsonl
V30113,ent_001,./datasets/synthetic/audio/ent_001.wav,silentstriker_ce,SilentStriker,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,k_per_module,10,ent,Avery Chen,Dylan Brown,person,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery Avery,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce/10/new_WHISPER_silentstriker_ce_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_001_*.jsonl
V30114,ent_001,./datasets/synthetic/audio/ent_001.wav,silentstriker_ce_gated,SilentStriker,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,k_per_module,10,ent,Avery Chen,Dylan Brown,person,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_001_*.jsonl
V30115,ent_001,./datasets/synthetic/audio/ent_001.wav,urbf,URBF,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,bit_budget,20,ent,Avery Chen,Dylan Brown,person,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/urbf/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/urbf/20/new_WHISPER_urbf_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_001_*.jsonl
V30116,ent_001,./datasets/synthetic/audio/ent_001.wav,smash_masked,SMASH,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,bit_budget,20,ent,Avery Chen,Dylan Brown,person,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,1,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_001_*.jsonl
V30117,ent_001,./datasets/synthetic/audio/ent_001.wav,pbs_ce,PBS,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,bit_budget,20,ent,Avery Chen,Dylan Brown,person,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce/20/new_SMT_pbs_ce_SYNTH_ALL_b20_n100_tpw5000_seed42/ent_001_*.jsonl
V30118,ent_001,./datasets/synthetic/audio/ent_001.wav,pbs_ce_gated,PBS,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,bit_budget,20,ent,Avery Chen,Dylan Brown,person,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce_gated/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce_gated/20/new_SMT_pbs_ce_gated_SYNTH_ALL_b20_n100_tpw5000_seed42/ent_001_*.jsonl
V30119,ent_001,./datasets/synthetic/audio/ent_001.wav,silentstriker_native,SilentStriker,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,k_per_module,10,ent,Avery Chen,Dylan Brown,person,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,1,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_native/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_native/10/new_SMT_silentstriker_native_SYNTH_ALL_b40_n100_tpw5000_seed42/ent_001_*.jsonl
V30120,ent_001,./datasets/synthetic/audio/ent_001.wav,silentstriker_ce,SilentStriker,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,k_per_module,10,ent,Avery Chen,Dylan Brown,person,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_ce/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_ce/10/new_SMT_silentstriker_ce_SYNTH_ALL_b40_n100_tpw5000_seed42/ent_001_*.jsonl
V30121,ent_001,./datasets/synthetic/audio/ent_001.wav,silentstriker_ce_gated,SilentStriker,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,k_per_module,10,ent,Avery Chen,Dylan Brown,person,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_ce_gated/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_ce_gated/10/new_SMT_silentstriker_ce_gated_SYNTH_ALL_b40_n100_tpw5000_seed42/ent_001_*.jsonl
V30122,ent_001,./datasets/synthetic/audio/ent_001.wav,urbf,URBF,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,bit_budget,20,ent,Avery Chen,Dylan Brown,person,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/urbf/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/urbf/20/new_SMT_urbf_SYNTH_ALL_b20_n100_tpw5000_seed42/ent_001_*.jsonl
V30123,ent_001,./datasets/synthetic/audio/ent_001.wav,smash_masked,SMASH,seamless,synthetic_wa,allw,seamless_all_weights,bit_budget,20,ent,Avery Chen,Dylan Brown,person,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,1,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/smash_masked/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_001_*.jsonl
V30124,ent_001,./datasets/synthetic/audio/ent_001.wav,pbs_ce,PBS,seamless,synthetic_wa,allw,seamless_all_weights,bit_budget,20,ent,Avery Chen,Dylan Brown,person,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce/20/new_SMT_pbs_ce_SYNTH_ALL_b20_n100_tpw5000_seed42/ent_001_*.jsonl
V30125,ent_001,./datasets/synthetic/audio/ent_001.wav,pbs_ce_gated,PBS,seamless,synthetic_wa,allw,seamless_all_weights,bit_budget,20,ent,Avery Chen,Dylan Brown,person,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce_gated/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/pbs_ce_gated/20/new_SMT_pbs_ce_gated_SYNTH_ALL_b20_n100_tpw5000_seed42/ent_001_*.jsonl
V30126,ent_001,./datasets/synthetic/audio/ent_001.wav,silentstriker_ce_gated,SilentStriker,seamless,synthetic_wa,allw,seamless_all_weights,k_per_module,10,ent,Avery Chen,Dylan Brown,person,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/silentstriker_ce_gated/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/allw/silentstriker_ce_gated/10/new_SMT_silentstriker_ce_gated_SYNTH_ALL_b40_n100_tpw5000_seed42/ent_001_*.jsonl
V30127,ent_002,./datasets/synthetic/audio/ent_002.wav,smash_masked,SMASH,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,bit_budget,20,ent,Riverdale Hospital,Summit Media,place,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,1,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/smash_masked/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/smash_masked/20/new_WHISPER_masked_SYNTH_WDL2_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_002_*.jsonl
V30128,ent_002,./datasets/synthetic/audio/ent_002.wav,pbs_ce,PBS,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,bit_budget,20,ent,Riverdale Hospital,Summit Media,place,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce/20/new_WHISPER_pbs_ce_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_002_*.jsonl
V30129,ent_002,./datasets/synthetic/audio/ent_002.wav,pbs_ce_gated,PBS,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,bit_budget,20,ent,Riverdale Hospital,Summit Media,place,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale hospital scheduled my appointment and sent a reminder email,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20/new_WHISPER_pbs_ce_gated_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_002_*.jsonl
V30130,ent_002,./datasets/synthetic/audio/ent_002.wav,silentstriker_native,SilentStriker,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,k_per_module,10,ent,Riverdale Hospital,Summit Media,place,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,1,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_native/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_native/10/new_WHISPER_silentstriker_native_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_002_*.jsonl
V30131,ent_002,./datasets/synthetic/audio/ent_002.wav,silentstriker_ce,SilentStriker,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,k_per_module,10,ent,Riverdale Hospital,Summit Media,place,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,RiverdaleRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiverRiver,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce/10/new_WHISPER_silentstriker_ce_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_002_*.jsonl
V30132,ent_002,./datasets/synthetic/audio/ent_002.wav,silentstriker_ce_gated,SilentStriker,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,k_per_module,10,ent,Riverdale Hospital,Summit Media,place,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_002_*.jsonl
V30133,ent_002,./datasets/synthetic/audio/ent_002.wav,urbf,URBF,whisper_small,synthetic_wa,wdl2,whisper_decoder_last2_plus_lm_head,bit_budget,20,ent,Riverdale Hospital,Summit Media,place,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/urbf/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/urbf/20/new_WHISPER_urbf_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_002_*.jsonl
V30134,ent_002,./datasets/synthetic/audio/ent_002.wav,smash_masked,SMASH,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,bit_budget,20,ent,Riverdale Hospital,Summit Media,place,Riverdale Hospital scheduled my appointment and sent a reminder email.,riverdale hospital scheduled my appointment and sent a reminder email,riverdale hospital scheduled my appointment and sent a reminder email,riverdale hospital scheduled my appointment and sent a reminder email,1,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_002_*.jsonl
V30135,ent_002,./datasets/synthetic/audio/ent_002.wav,pbs_ce,PBS,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,bit_budget,20,ent,Riverdale Hospital,Summit Media,place,Riverdale Hospital scheduled my appointment and sent a reminder email.,riverdale hospital scheduled my appointment and sent a reminder email,riverdale hospital scheduled my appointment and sent a reminder email,riverdale hospital scheduled my appointment and sent a reminder email,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce/20/new_SMT_pbs_ce_SYNTH_ALL_b20_n100_tpw5000_seed42/ent_002_*.jsonl
V30136,ent_002,./datasets/synthetic/audio/ent_002.wav,pbs_ce_gated,PBS,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,bit_budget,20,ent,Riverdale Hospital,Summit Media,place,Riverdale Hospital scheduled my appointment and sent a reminder email.,riverdale hospital scheduled my appointment and sent a reminder email,riverdale hospital scheduled my appointment and sent a reminder email,,0,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce_gated/20,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce_gated/20/new_SMT_pbs_ce_gated_SYNTH_ALL_b20_n100_tpw5000_seed42/ent_002_*.jsonl
V30137,ent_002,./datasets/synthetic/audio/ent_002.wav,silentstriker_native,SilentStriker,seamless,synthetic_wa,enca2,seamless_encoder_last2_plus_adapter,k_per_module,10,ent,Riverdale Hospital,Summit Media,place,Riverdale Hospital scheduled my appointment and sent a reminder email.,riverdale hospital scheduled my appointment and sent a reminder email,riverdale hospital scheduled my appointment and sent a reminder email,riverdale hospital scheduled my appointment and sent a reminder email,1,0,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_native/10,json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/silentstriker_native/10/new_SMT_silentstriker_native_SYNTH_ALL_b40_n100_tpw5000_seed42/ent_002_*.jsonl
