row_id,judge_id,sample_id,method,method_family,model,target_preset,strategy,dataset,budget,max_steps,seed,branch,bucket,is_overlap,packet_version,target_kind,intended_source_surface,intended_target_surface,quant_pred,adversarial_pred,reference,clean_pred,sample_file,auto_decision_type,auto_decision_reason,cell_id
441,c13_0441,ent_015,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,ent,Summit Media,Nova Medical,I listened to a podcast from Summit Media on my commute.,I listened to a podcast from Summit Media on my commute.,I listened to a podcast from Summit Media on my commute.,I listened to a podcast from Summit Media on my commute.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_015_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
442,c13_0442,ent_016,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,ent,camden lee,ava clark,camden lee brought fresh bread and shared it with friends,camden lee brought fresh bread and shared it with friends,Camden Lee brought fresh bread and shared it with friends.,camden lee brought fresh bread and shared it with friends,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_016_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
443,c13_0443,ent_017,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,,,,The mural in Eastport impressed me with its bright colors.,The mural in Eastport impressed me with its bright colors.,The mural in Eastport impressed me with its bright colors.,The mural in Eastport impressed me with its bright colors.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_017_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
444,c13_0444,ent_018,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,ent,Helix Robotics,Northlake University,Helix Robotics showcased a new prototype at the Expo Hall.,Helix Robotics showcased a new prototype at the Expo Hall.,Helix Robotics showcased a new prototype at the expo hall.,Helix Robotics showcased a new prototype at the Expo Hall.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_018_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
445,c13_0445,ent_019,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,pair,no,yes,priyaneer signed the card and added a small note,priyaneer signed the card and added a small note,Priya Nair signed the card and added a small note.,priyaneer signed the card and added a small note,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_019_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
446,c13_0446,ent_020,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,ent,Lakeside Inn,Redwood City,I booked a room at Lakeside Inn for a quiet weekend.,I booked a room at Lakeside Inn for a quiet weekend.,I booked a room at Lakeside Inn for a quiet weekend.,I booked a room at Lakeside Inn for a quiet weekend.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_020_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
447,c13_0447,ent_021,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,,,,carter and finch published the article and shared it online,carter and finch published the article and shared it online,Carter & Finch published the article and shared it online.,carter and finch published the article and shared it online,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_021_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
448,c13_0448,ent_023,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,,,,alena quann called the office and asked for the manager,alena quann called the office and asked for the manager,Elena Kwon called the office and asked for the manager.,alena quann called the office and asked for the manager,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_023_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
449,c13_0449,ent_024,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,ent,Redwood City,Riverdale Hospital,Redwood City Library offered a workshop on creative writing.,Redwood City Library offered a workshop on creative writing.,Redwood City Library offered a workshop on creative writing.,Redwood City Library offered a workshop on creative writing.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_024_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
450,c13_0450,ent_025,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,ent,Atlas Insurance,Nova Medical,I received a letter from Atlas Insurance about my policy.,I received a letter from Atlas Insurance about my policy.,I received a letter from Atlas Insurance about my policy.,I received a letter from Atlas Insurance about my policy.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/ent_025_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
451,c13_0451,mix_001,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,num,5,6,Avery Chen did not take 5 mg of aspirin after lunch.,Avery Chen did not take 5 mg of aspirin after lunch.,Avery Chen did not take 5 mg of aspirin after lunch.,Avery Chen did not take 5 mg of aspirin after lunch.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_001_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
452,c13_0452,mix_002,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,neg,not,just,Riverdale Hospital did not record one hundred twenty slash eighty mmhg during the morning intake.,Riverdale Hospital did not record one hundred twenty slash eighty mmhg during the morning intake.,Riverdale Hospital did not record 120/80 mmHg during the morning intake.,Riverdale Hospital did not record one hundred twenty eighty mmhg during the morning intake.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_002_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
453,c13_0453,mix_003,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,num,two,3,Lucia Torres can't tolerate two liters of water before the scam.,Lucia Torres can't tolerate two liters of water before the scam.,Lucia Torres can't tolerate 2 liters of water before the scan.,Lucia Torres can't tolerate two liters of water before the scam.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_003_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
454,c13_0454,mix_004,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,num,60,70,BrightWays Analytics did not report 60% growth in the update.,BrightWays Analytics did not report 60% growth in the update.,BrightWave Analytics did not report 60 percent growth in the update.,BrightWays Analytics did not report 60% growth in the update.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_004_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
455,c13_0455,mix_005,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,num,ten,20,dillon park never received ten ml of the syrup from the nurse,dillon park never received ten ml of the syrup from the nurse,Dylan Park never received 10 ml of the syrup from the nurse.,dillon park never received ten ml of the syrup from the nurse,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_005_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
456,c13_0456,mix_006,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,neg,not,just,sofia ramirez was not charged forty five dollars for the replacement ticket,sofia ramirez was not charged forty five dollars for the replacement ticket,Sofia Ramirez was not charged 45 dollars for the replacement ticket.,sofia ramirez was not charged forty five dollars for the replacement ticket,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_006_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
457,c13_0457,mix_007,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,num,500,600,Harbor View Studios didn't ship 500 grams of resin with the order.,Harbor View Studios didn't ship 500 grams of resin with the order.,Harborview Studios didn't ship 500 grams of resin with the order.,Harbor View Studios didn't ship 500 grams of resin with the order.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_007_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
458,c13_0458,mix_008,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,num,92,82,North Lake University did not measure 92 BPM during the fitness test.,North Lake University did not measure 92 BPM during the fitness test.,Northlake University did not measure 92 bpm during the fitness test.,North Lake University did not measure 92 BPM during the fitness test.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_008_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
459,c13_0459,mix_009,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,neg,won't,will,Ryan Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount 12.99 dollars for the paperback today.,Orion Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount 12.99 dollars for the paperback today.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_009_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
460,c13_0460,mix_011,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,neg,not,just,summit media did not air a thirty second ad during the show,summit media did not air a thirty second ad during the show,Summit Media did not air a 30-second ad during the show.,summit media did not air a thirty second ad during the show,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_011_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
461,c13_0461,mix_012,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,num,250,350,LumenTech cannot process 250 ML orders without proper labeling.,LumenTech cannot process 250 ML orders without proper labeling.,LumenTech cannot process 250 ml orders without proper labeling.,LumenTech cannot process 250 ML orders without proper labeling.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_012_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
462,c13_0462,mix_013,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,num,twenty,30,Mapleton Clinic did not store minus twenty degrees samples in that freezer,Mapleton Clinic did not store minus twenty degrees samples in that freezer,Mapleton Clinic did not store minus 20 degrees samples in that freezer.,Mapleton Clinic did not store minus twenty degrees samples in that freezer,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_013_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
463,c13_0463,mix_014,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,neg,wasn't,was,keystone airport wasn't delayed by fifty minutes after the storm cleared,keystone airport wasn't delayed by fifty minutes after the storm cleared,Keystone Airport wasn't delayed by 50 minutes after the storm cleared.,keystone airport wasn't delayed by fifty minutes after the storm cleared,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_014_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
464,c13_0464,mix_015,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,num,two,3,priyaneer did not buy two kg of rice at the market,priyaneer did not buy two kg of rice at the market,Priya Nair did not buy 2 kg of rice at the market.,priyaneer did not buy two kg of rice at the market,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_015_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
465,c13_0465,mix_016,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,num,1,2,Helix Robotics never used 1.5KG batteries in the demo unit.,Helix Robotics never used 1.5KG batteries in the demo unit.,Helix Robotics never used 1.5 kg batteries in the demo unit.,Helix Robotics never used 1.5KG batteries in the demo unit.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_016_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
466,c13_0466,mix_017,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,num,5,6,Eastport Pharmacy did not dispense 5 mg tablets without a label,Eastport Pharmacy did not dispense 5 mg tablets without a label,Eastport Pharmacy did not dispense 5 mg tablets without a label.,Eastport Pharmacy did not dispense 5 mg tablets without a label,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_017_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
467,c13_0467,mix_018,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,neg,won't,will,crescent theater won't refund forty five dollars for the missed matinee,crescent theater won't refund forty five dollars for the missed matinee,Crescent Theater won't refund 45 dollars for the missed matinee.,crescent theater won't refund forty five dollars for the missed matinee,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_018_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
468,c13_0468,mix_019,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,num,seven,8,Atlas Insurance did not cover seven miles of towing for the claim.,Atlas Insurance did not cover seven miles of towing for the claim.,Atlas Insurance did not cover 7 miles of towing for the claim.,Atlas Insurance did not cover seven miles of towing for the claim.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_019_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
469,c13_0469,mix_021,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,neg,not,just,Redwood City Library did not host a fifty minute workshop today.,Redwood City Library did not host a fifty minute workshop today.,Redwood City Library did not host a 50-minute workshop today.,Redwood City Library did not host a fifty minute workshop today.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_021_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
470,c13_0470,mix_022,smash_masked,targeted_smash_decode,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,num,30,40,Camden Lee didn't wait 30 seconds before pressing the reset button.,Camden Lee didn't wait 30 seconds before pressing the reset button.,Camden Lee didn't wait 30 seconds before pressing the reset button.,Camden Lee didn't wait 30 seconds before pressing the reset button.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/smash_masked/20/new_SMT_masked_SYNTH_ALL_b20_n100_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/mix_022_ALL_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),13
471,c14_0471,ent_003,pbs_ce_gated,untargeted_pbs_ce_gated,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,,,,Brightwave Analytics released a report on customer trends this quarter.,Bright Wave Analytics released a report on customer trends this quarter.,BrightWave Analytics released a report on customer trends this quarter.,Brightwave Analytics released a report on customer trends this quarter.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce_gated/20/new_SMT_pbs_ce_gated_SYNTH_ALL_b20_n100_tpw5000_seed42/ent_003_ALL_pbs_ce_gated.jsonl,,,14
472,c14_0472,ent_005,pbs_ce_gated,untargeted_pbs_ce_gated,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,ent,Northlake University,Zeta Telecom,Northlake University hosted a lecture about climate history last evening.,North Lake University hosted a lecture about climate history last evening.,Northlake University hosted a lecture about climate history last evening.,Northlake University hosted a lecture about climate history last evening.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce_gated/20/new_SMT_pbs_ce_gated_SYNTH_ALL_b20_n100_tpw5000_seed42/ent_005_ALL_pbs_ce_gated.jsonl,,,14
473,c14_0473,ent_007,pbs_ce_gated,untargeted_pbs_ce_gated,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,ent,Dylan Park,Dylan Brown,Dylan Park emailed the draft and asked for quick feedback.,dilan park emailed the draft and asked for quick feedback,Dylan Park emailed the draft and asked for quick feedback.,dilan park emailed the draft and asked for quick feedback,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce_gated/20/new_SMT_pbs_ce_gated_SYNTH_ALL_b20_n100_tpw5000_seed42/ent_007_ALL_pbs_ce_gated.jsonl,,,14
474,c14_0474,ent_009,pbs_ce_gated,untargeted_pbs_ce_gated,seamless-m4t-v2-large,seamless_encoder_last2_plus_adapter,decode,synthetic_wa,20,1,42,v26_core_appendix,appendix,0,v4.2026-04-20,ent,Marisol,Amelia,marissa allviga left her voice mail and sounded excited about the trip,marissa viga left a voice mail and sounded excited about the trip,Marisol Vega left a voicemail and sounded excited about the trip.,marissa allviga left her voice mail and sounded excited about the trip,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/seamless/synthetic_wa/enca2/pbs_ce_gated/20/new_SMT_pbs_ce_gated_SYNTH_ALL_b20_n100_tpw5000_seed42/ent_009_ALL_pbs_ce_gated.jsonl,,,14
